<xml><header>title	year	country	runtime</header>
<movie>American Son	2008	USA	90 min</movie>
<movie>Blackout	2008	USA	120 min</movie>
<movie>Avril Lavigne: The Best Damn Tour - Live in Toronto	2008	USA	75 min</movie>
<movie>Explicit Ills	2008	USA	87 min</movie>
<movie>I Sell the Dead	2008	USA	85 min</movie>
<movie>Baghead	2008	USA	84 min</movie>
<movie>Home Movie	2008	USA	77 min</movie>
<movie>Uncertainty	2008	USA	101 min</movie>
<movie>Fix	2008	USA	93 min</movie>
<movie>Bald	2008	USA	81 min</movie>
<movie>My Effortless Brilliance	2008	USA	79 min</movie>
<movie>Goliath	2008	USA	80 min</movie>
<movie>The Four Tops: Reach Out - Definitive Performances 1965-1973	2008	USA	125 min</movie>
<movie>The Echo	2008	USA	90 min</movie>
<movie>"Food, Inc."	2008	USA	94 min</movie>
<movie>Waiting for Hockney	2008	USA	80 min</movie>
<movie>An American Affair	2008	USA	93 min</movie>
<movie>Ballast	2008	USA	96 min</movie>
<movie>Familiar Strangers	2008	USA	86 min</movie>
<movie>The Betrayed	2008	USA	98 min</movie>
<movie>iMurders	2008	USA	94 min</movie>
<movie>Seventh Moon	2008	USA	87 min</movie>
<movie>Nothing Like the Holidays	2008	USA	98 min</movie>
<movie>Surviving Sid	2008	USA	7 min</movie>
<movie>The Narrows	2008	USA	106 min</movie>
<movie>Management	2008	USA	94 min</movie>
<movie>Medicine for Melancholy	2008	USA	88 min</movie>
<movie>American Swing	2008	USA	81 min</movie>
<movie>It's Alive	2008	USA	80 min</movie>
<movie>One-Eyed Monster	2008	USA	84 min</movie>
<movie>The Brothers Bloom	2008	USA	114 min</movie>
<movie>The Marconi Bros.	2008	USA	83 min</movie>
<movie>Forever Strong	2008	USA	112 min</movie>
<movie>The Garden	2008	USA	80 min</movie>
<movie>Goodbye Solo	2008	USA	91 min</movie>
<movie>Daydream Obsession 3: Legacy	2008	USA	75 min</movie>
<movie>Starvation Doctrine: The Plight of Illegal Immigrants in America	2008	USA	55 min</movie>
<movie>Nights and Weekends	2008	USA	80 min</movie>
<movie>Nick and Norah's Infinite Playlist	2008	USA	90 min</movie>
<movie>Witchcraft 13: Blood of the Chosen	2008	USA	89 min</movie>
<movie>Roller Coasters in the Raw: Volume 2	2008	USA	120 min</movie>
<movie>Jack Turner and the Reluctant Vampire	2008	USA	19 min</movie>
<movie>Dakota Skye	2008	USA	89 min</movie>
<movie>American Violet	2008	USA	103 min</movie>
<movie>Robot Chicken: Star Wars Episode II	2008	USA	24 min</movie>
<movie>The Flyboys	2008	USA	118 min</movie>
<movie>Trouble the Water	2008	USA	93 min</movie>
<movie>Fraternity House	2008	USA	82 min</movie>
<movie>Gigantic	2008	USA	98 min</movie>
<movie>Lymelife	2008	USA	95 min</movie>
<movie>Possession	2008	USA	85 min</movie>
<movie>Misconceptions	2008	USA	95 min</movie>
<movie>Appointment with Death	2008	USA	9 min</movie>
<movie>Sex Positive	2008	USA	75 min</movie>
<movie>Shoot First and Pray You Live (Because Luck Has Nothing to Do with It)	2008	USA	110 min</movie>
<movie>Half-Life	2008	USA	106 min</movie>
<movie>I.O.U.S.A.	2008	USA	85 min</movie>
<movie>Pirates II: Stagnetti's Revenge	2008	USA	138 min</movie>
<movie>Hannah Montana and Miley Cyrus: Best of Both Worlds Concert	2008	USA	74 min</movie>
<movie>Valentino: The Last Emperor	2008	USA	96 min</movie>
<movie>Avenged Sevenfold: Live in the L.B.C. &amp; Diamonds in the Rough	2008	USA	102 min</movie>
<movie>Yesterday Was a Lie	2008	USA	89 min</movie>
<movie>War of the Worlds 2: The Next Wave	2008	USA	87 min</movie>
<movie>Evilution	2008	USA	91 min</movie>
<movie>Every Little Step	2008	USA	96 min</movie>
<movie>Dream Boy	2008	USA	88 min</movie>
<movie>Assassination of a High School President	2008	USA	93 min</movie>
<movie>The Making of 'Charlie Chan in City in Darkness'	2008	USA	N/A</movie>
<movie>A Quiet Little Marriage	2008	USA	90 min</movie>
<movie>Visioneers	2008	USA	94 min</movie>
<movie>Keith	2008	USA	93 min</movie>
<movie>Fashion Victim	2008	USA	90 min</movie>
<movie>Afterschool	2008	USA	120 min</movie>
<movie>Steel of Fire Warriors 2010 A.D.	2008	USA	107 min</movie>
<movie>Trauma	2008	USA	N/A</movie>
<movie>Second Skin	2008	USA	94 min</movie>
<movie>"Chris Rock: Kill the Messenger - London, New York, Johannesburg"	2008	USA	79 min</movie>
<movie>Edges of Darkness	2008	USA	87 min</movie>
<movie>Rent: Filmed Live on Broadway	2008	USA	165 min</movie>
<movie>The Family That Preys	2008	USA	111 min</movie>
<movie>X	2008	USA	15 min</movie>
<movie>A Raisin in the Sun	2008	USA	131 min</movie>
<movie>Oceania	2008	USA	55 min</movie>
<movie>25 to Life	2008	USA	90 min</movie>
<movie>Watercolors	2008	USA	114 min</movie>
<movie>Between Love &amp; Goodbye	2008	USA	97 min</movie>
<movie>Finish Line	2008	USA	93 min</movie>
<movie>The Year of Getting to Know Us	2008	USA	90 min</movie>
<movie>Ciao	2008	USA	87 min</movie>
<movie>Batman Unmasked	2008	USA	46 min</movie>
<movie>The Pleasure of Being Robbed	2008	USA	71 min</movie>
<movie>Lonely Street	2008	USA	89 min</movie>
<movie>Dark World	2008	USA	90 min</movie>
<movie>Prodigal Sons	2008	USA	86 min</movie>
<movie>Walt &amp; El Grupo	2008	USA	106 min</movie>
<movie>Love Lies Bleeding	2008	USA	94 min</movie>
<movie>Solstice	2008	USA	91 min</movie>
<movie>After Hiroshima Mon Amour	2008	USA	22 min</movie>
<movie>Gonzo: The Life and Work of Dr. Hunter S. Thompson	2008	USA	120 min</movie>
<movie>Overcome	2008	USA	85 min</movie>
<movie>Soul Power	2008	USA	92 min</movie>
<movie>The Loss of a Teardrop Diamond	2008	USA	102 min</movie>
<movie>Patti Smith: Dream of Life	2008	USA	109 min</movie>
<movie>Louis C.K.: Chewed Up	2008	USA	61 min</movie>
<movie>The Poker House	2008	USA	93 min</movie>
<movie>Expelled: No Intelligence Allowed	2008	USA	90 min</movie>
<movie>Dog Tags	2008	USA	90 min</movie>
<movie>Pig Hunt	2008	USA	99 min</movie>
<movie>A Good Man Is Hard to Find	2008	USA	90 min</movie>
<movie>Dear Zachary: A Letter to a Son About His Father	2008	USA	95 min</movie>
<movie>The Burrowers	2008	USA	96 min</movie>
<movie>The Merry Gentleman	2008	USA	110 min</movie>
<movie>The Grift	2008	USA	109 min</movie>
<movie>Downloading Nancy	2008	USA	102 min</movie>
<movie>The Lost Coast	2008	USA	74 min</movie>
<movie>The Yellow Handkerchief	2008	USA	102 min</movie>
<movie>Wendy and Lucy	2008	USA	80 min</movie>
<movie>Shark Swarm	2008	USA	167 min</movie>
<movie>13 Hours in a Warehouse	2008	USA	92 min</movie>
<movie>Got the Facts on Milk?	2008	USA	88 min</movie>
<movie>Fast Girl	2008	USA	95 min</movie>
<movie>Pulse 3	2008	USA	91 min</movie>
<movie>"ISADAR - Video Collection: Volume 1, Disc 1"	2008	USA	N/A</movie>
<movie>Crazy	2008	USA	106 min</movie>
<movie>The Cheetah Girls: One World	2008	USA	90 min</movie>
<movie>Letting Go of God	2008	USA	130 min</movie>
<movie>Jolene	2008	USA	121 min</movie>
<movie>Clash of the Cave Men	2008	USA	94 min</movie>
<movie>Spirit Space	2008	USA	81 min</movie>
<movie>Reflections	2008	USA	16 min</movie>
<movie>The Wrecking Crew!	2008	USA	101 min</movie>
<movie>How the Universe Works	2008	USA	11 min</movie>
<movie>Presto	2008	USA	5 min</movie>
<movie>Life on Mars	2008	USA	N/A</movie>
<movie>Six Sex Scenes and a Murder	2008	USA	88 min</movie>
<movie>Tenure	2008	USA	89 min</movie>
<movie>Moonlight &amp; Mistletoe	2008	USA	87 min</movie>
<movie>Monster Ark	2008	USA	84 min</movie>
<movie>On the Set with Taylor Swift: Picture to Burn	2008	USA	N/A</movie>
<movie>I Can See You	2008	USA	97 min</movie>
<movie>Crips and Bloods: Made in America	2008	USA	93 min</movie>
<movie>The Gamers: Dorkness Rising	2008	USA	105 min</movie>
<movie>Red vs. Blue: Reconstruction	2008	USA	118 min</movie>
<movie>Black Widow	2008	USA	85 min</movie>
<movie>"Lovely, Still"	2008	USA	92 min</movie>
<movie>The Coverup	2008	USA	94 min</movie>
<movie>Cold Heart Canyon	2008	USA	91 min</movie>
<movie>$5 a Day	2008	USA	98 min</movie>
<movie>A Gunfighter's Pledge	2008	USA	79 min</movie>
<movie>Blue Man Group: How to Be a Megastar 2.0	2008	USA	N/A</movie>
<movie>The Sea Beast	2008	USA	90 min</movie>
<movie>The Burning Plain	2008	"USA, Argentina"	107 min</movie>
<movie>Nights in Rodanthe	2008	"USA, Australia"	97 min</movie>
<movie>Speed Racer	2008	"USA, Australia, Germany"	135 min</movie>
<movie>W.	2008	"USA, Australia, Hong Kong, Switzerland, China"	129 min</movie>
<movie>The Mysteries of Pittsburgh	2008	"USA, Bahrain"	95 min</movie>
<movie>Snow 2: Brain Freeze	2008	"USA, Canada"	84 min</movie>
<movie>Kung Fu Killer	2008	"USA, Canada"	176 min</movie>
<movie>Center Stage: Turn It Up	2008	"USA, Canada"	95 min</movie>
<movie>Aftermath: Population Zero	2008	"USA, Canada"	90 min</movie>
<movie>The Police: Certifiable	2008	"USA, Canada"	109 min</movie>
<movie>Noah's Arc: Jumping the Broom	2008	"USA, Canada"	101 min</movie>
<movie>Poison Ivy: The Secret Society	2008	"USA, Canada"	95 min</movie>
<movie>Saw V	2008	"USA, Canada"	92 min</movie>
<movie>Passengers	2008	"USA, Canada"	93 min</movie>
<movie>Scourge	2008	"USA, Canada"	92 min</movie>
<movie>The Day the Earth Stood Still	2008	"USA, Canada"	104 min</movie>
<movie>Journey to the Center of the Earth	2008	"USA, Canada"	90 min</movie>
<movie>Tortured	2008	"USA, Canada"	107 min</movie>
<movie>The X Files: I Want to Believe	2008	"USA, Canada"	104 min</movie>
<movie>The Cutting Edge 3: Chasing the Dream	2008	"USA, Canada"	90 min</movie>
<movie>Lost Boys: The Tribe	2008	"USA, Canada"	92 min</movie>
<movie>Prom Night	2008	"USA, Canada"	88 min</movie>
<movie>Joy Ride 2: Dead Ahead	2008	"USA, Canada"	91 min</movie>
<movie>Cyborg Soldier	2008	"USA, Canada"	84 min</movie>
<movie>Kit Kittredge: An American Girl	2008	"USA, Canada"	101 min</movie>
<movie>Another Cinderella Story	2008	"USA, Canada"	90 min</movie>
<movie>Thomas Kinkade's Christmas Cottage	2008	"USA, Canada"	96 min</movie>
<movie>The Nutty Professor	2008	"USA, Canada"	75 min</movie>
<movie>Dr. Dolittle: Tail to the Chief	2008	"USA, Canada"	85 min</movie>
<movie>Stargate: The Ark of Truth	2008	"USA, Canada"	97 min</movie>
<movie>Jack and Jill vs. the World	2008	"USA, Canada"	90 min</movie>
<movie>The Eye	2008	"USA, Canada"	98 min</movie>
<movie>Jumper	2008	"USA, Canada"	88 min</movie>
<movie>Barbie in 'A Christmas Carol'	2008	"USA, Canada"	76 min</movie>
<movie>Ba'al	2008	"USA, Canada"	98 min</movie>
<movie>While She Was Out	2008	"USA, Canada, Germany"	86 min</movie>
<movie>Punisher: War Zone	2008	"USA, Canada, Germany"	103 min</movie>
<movie>The Lazarus Project	2008	"USA, Canada, UK"	100 min</movie>
<movie>The Forbidden Kingdom	2008	"USA, China"	104 min</movie>
<movie>Igor	2008	"USA, France"	87 min</movie>
<movie>The Wrestler	2008	"USA, France"	109 min</movie>
<movie>Two Lovers	2008	"USA, France"	110 min</movie>
<movie>Tyson	2008	"USA, France"	90 min</movie>
<movie>Another Gay Sequel: Gays Gone Wild!	2008	"USA, Germany"	99 min</movie>
<movie>The Express	2008	"USA, Germany"	130 min</movie>
<movie>Pride and Glory	2008	"USA, Germany"	130 min</movie>
<movie>Eagle Eye	2008	"USA, Germany"	118 min</movie>
<movie>The Reader	2008	"USA, Germany"	124 min</movie>
<movie>Wanted	2008	"USA, Germany"	110 min</movie>
<movie>Leatherheads	2008	"USA, Germany"	114 min</movie>
<movie>Hellboy II: The Golden Army	2008	"USA, Germany"	120 min</movie>
<movie>Valkyrie	2008	"USA, Germany"	121 min</movie>
<movie>The Ruins	2008	"USA, Germany, Australia"	90 min</movie>
<movie>Surveillance	2008	"USA, Germany, Canada"	97 min</movie>
<movie>The Mummy: Tomb of the Dragon Emperor	2008	"USA, Germany, China"	112 min</movie>
<movie>Outlander	2008	"USA, Germany, France"	115 min</movie>
<movie>Flu Bird Horror	2008	"USA, Germany, Romania"	89 min</movie>
<movie>"Angus, Thongs and Perfect Snogging"	2008	"USA, Germany, UK"	100 min</movie>
<movie>Death Race	2008	"USA, Germany, UK"	105 min</movie>
<movie>The Happening	2008	"USA, India"	91 min</movie>
<movie>Dragonlance: Dragons of Autumn Twilight	2008	"USA, India, Germany"	90 min</movie>
<movie>The Accidental Husband	2008	"USA, Ireland"	90 min</movie>
<movie>Miracle at St. Anna	2008	"USA, Italy"	160 min</movie>
<movie>Batman: Gotham Knight	2008	"USA, Japan, South Korea"	75 min</movie>
<movie>The Objective	2008	"USA, Morocco"	90 min</movie>
<movie>The Chronicles of Narnia: Prince Caspian	2008	"USA, Poland, Slovenia, Czech Republic"	150 min</movie>
<movie>Ghouls	2008	"USA, Romania"	88 min</movie>
<movie>Anaconda: The Offspring	2008	"USA, Romania"	91 min</movie>
<movie>Mirrors	2008	"USA, Romania, Germany"	110 min</movie>
<movie>"10,000 BC"	2008	"USA, South Africa"	109 min</movie>
<movie>Starship Troopers 3: Marauder	2008	"USA, South Africa, Germany"	105 min</movie>
<movie>The Scorpion King: Rise of a Warrior	2008	"USA, South Africa, Germany"	109 min</movie>
<movie>Garfield's Fun Fest	2008	"USA, South Korea"	79 min</movie>
<movie>Contract Killers	2008	"USA, Trinidad and Tobago"	86 min</movie>
<movie>Body of Lies	2008	"USA, UK"	128 min</movie>
<movie>Revolutionary Road	2008	"USA, UK"	119 min</movie>
<movie>Yes Man	2008	"USA, UK"	104 min</movie>
<movie>My Zinc Bed	2008	"USA, UK"	75 min</movie>
<movie>Made of Honor	2008	"USA, UK"	101 min</movie>
<movie>Mutant Chronicles	2008	"USA, UK"	111 min</movie>
<movie>The Dark Knight	2008	"USA, UK"	152 min</movie>
<movie>Camille	2008	"USA, UK"	94 min</movie>
<movie>The Crimson Wing: Mystery of the Flamingos	2008	"USA, UK"	78 min</movie>
<movie>Roman Polanski: Wanted and Desired	2008	"USA, UK"	99 min</movie>
<movie>Burn After Reading	2008	"USA, UK, France"	96 min</movie>
<movie>Wild Child	2008	"USA, UK, France"	124 min</movie>
<movie>Frost/Nixon	2008	"USA, UK, France"	122 min</movie>
<movie>Mamma Mia!	2008	"USA, UK, Germany"	108 min</movie>
<movie>Tropic Thunder	2008	"USA, UK, Germany"	107 min</movie>
<movie>My Year Without Sex	2009	Australia	96 min</movie>
<movie>Last Ride	2009	Australia	90 min</movie>
<movie>Blessed	2009	Australia	113 min</movie>
<movie>Prime Mover	2009	Australia	90 min</movie>
<movie>Mao's Last Dancer	2009	Australia	117 min</movie>
<movie>Mary and Max	2009	Australia	92 min</movie>
<movie>Van Diemen's Land	2009	Australia	104 min</movie>
<movie>Beautiful Kate	2009	Australia	100 min</movie>
<movie>Charlie &amp; Boots	2009	Australia	101 min</movie>
<movie>The Voyage That Shook the World	2009	Australia	52 min</movie>
<movie>Balibo	2009	Australia	111 min</movie>
<movie>The Loved Ones	2009	Australia	84 min</movie>
<movie>Bran Nue Dae	2009	Australia	85 min</movie>
<movie>Crush	2009	Australia	82 min</movie>
<movie>Cedar Boys	2009	Australia	100 min</movie>
<movie>The Band	2009	Australia	90 min</movie>
<movie>The Waiting City	2009	Australia	100 min</movie>
<movie>In Her Skin	2009	Australia	107 min</movie>
<movie>The Cat Piano	2009	Australia	8 min</movie>
<movie>Family Demons	2009	Australia	80 min</movie>
<movie>Beautiful	2009	Australia	97 min</movie>
<movie>Birthday	2009	Australia	104 min</movie>
<movie>Samson &amp; Delilah	2009	Australia	101 min</movie>
<movie>Love the Beast	2009	Australia	92 min</movie>
<movie>Love Like There's No Tomorrow	2009	Australia	5 min</movie>
<movie>Beauty and the Beast	2009	"Australia, Canada"	90 min</movie>
<movie>The Boys Are Back	2009	"Australia, UK"	104 min</movie>
<movie>Accidents Happen	2009	"Australia, UK"	92 min</movie>
<movie>Coffin Rock	2009	"Australia, UK, New Zealand"	92 min</movie>
<movie>Daybreakers	2009	"Australia, USA"	98 min</movie>
<movie>The Referees	2009	Belgium	77 min</movie>
<movie>The Hessen Conspiracy	2009	"Belgium, Canada"	113 min</movie>
<movie>Mr. Nobody	2009	"Belgium, Germany, Canada, France, USA, UK"	141 min</movie>
<movie>Dzi Croquettes	2009	Brazil	110 min</movie>
<movie>Direct Contact	2009	"Bulgaria, Germany"	90 min</movie>
<movie>Screamers: The Hunting	2009	Canada	95 min</movie>
<movie>Taking a Chance on Love	2009	Canada	88 min</movie>
<movie>Hostile Makeover	2009	Canada	90 min</movie>
<movie>The Devil's Ground	2009	Canada	89 min</movie>
<movie>The Seamstress	2009	Canada	76 min</movie>
<movie>Deadliest Sea	2009	Canada	88 min</movie>
<movie>Trailer Park Boys: Countdown to Liquor Day	2009	Canada	102 min</movie>
<movie>You Might as Well Live	2009	Canada	78 min</movie>
<movie>Beyond Sherwood Forest	2009	Canada	93 min</movie>
<movie>High Life	2009	Canada	80 min</movie>
<movie>Blue Seduction	2009	Canada	91 min</movie>
<movie>The Thaw	2009	Canada	90 min</movie>
<movie>Summer's Moon	2009	Canada	91 min</movie>
<movie>Autumn	2009	Canada	110 min</movie>
<movie>Suck	2009	Canada	91 min</movie>
<movie>The Wild Hunt	2009	Canada	96 min</movie>
<movie>The Antarctica Challenge	2009	Canada	45 min</movie>
<movie>The Coca-Cola Case	2009	Canada	86 min</movie>
<movie>Bikini Girls on Ice	2009	Canada	82 min</movie>
<movie>The Trotsky	2009	Canada	120 min</movie>
<movie>Sweet Karma	2009	Canada	85 min</movie>
<movie>Stripped Naked	2009	Canada	89 min</movie>
<movie>Plan B	2009	Canada	13 min</movie>
<movie>"Hugh Hefner: Playboy, Activist and Rebel"	2009	Canada	124 min</movie>
<movie>H2Oil	2009	Canada	76 min</movie>
<movie>Money as Debt II: Promises Unleashed	2009	Canada	77 min</movie>
<movie>"The Gambler, the Girl and the Gunslinger"	2009	Canada	95 min</movie>
<movie>Black Rain	2009	Canada	90 min</movie>
<movie>Smash Cut	2009	Canada	86 min</movie>
<movie>Zombie Werewolves Attack!	2009	Canada	71 min</movie>
<movie>A Ted Named Gooby	2009	Canada	95 min</movie>
<movie>The Good Witch's Garden	2009	Canada	86 min</movie>
<movie>Rise of the Gargoyles	2009	Canada	94 min</movie>
<movie>Killer Hair	2009	Canada	87 min</movie>
<movie>RiP: A Remix Manifesto	2009	Canada	87 min</movie>
<movie>Grown Up Movie Star	2009	Canada	95 min</movie>
<movie>Dead Hooker in a Trunk	2009	Canada	92 min</movie>
<movie>Splice	2009	"Canada, France, USA"	104 min</movie>
<movie>Rampage	2009	"Canada, Germany"	85 min</movie>
<movie>Stoic	2009	"Canada, Germany"	91 min</movie>
<movie>Street Fighter: The Legend of Chun-Li	2009	"Canada, India, USA, Japan, Thailand"	96 min</movie>
<movie>A Shine of Rainbows	2009	"Canada, Ireland"	101 min</movie>
<movie>Cairo Time	2009	"Canada, Ireland, Egypt"	90 min</movie>
<movie>Attack on Darfur	2009	"Canada, South Africa, Germany"	98 min</movie>
<movie>Dolan's Cadillac	2009	"Canada, UK"	89 min</movie>
<movie>Act of God	2009	"Canada, UK, France"	75 min</movie>
<movie>Spectacular!	2009	"Canada, USA"	93 min</movie>
<movie>Wyvern	2009	"Canada, USA"	89 min</movie>
<movie>Barbie Presents: Thumbelina	2009	"Canada, USA"	75 min</movie>
<movie>"I Love You, Beth Cooper"	2009	"Canada, USA"	102 min</movie>
<movie>Hardwired	2009	"Canada, USA"	94 min</movie>
<movie>Stan Helsing	2009	"Canada, USA"	108 min</movie>
<movie>Dr. Dolittle: Million Dollar Mutts	2009	"Canada, USA"	90 min</movie>
<movie>Ice Twisters	2009	"Canada, USA"	86 min</movie>
<movie>Wild Cherry	2009	"Canada, USA"	85 min</movie>
<movie>The Perfect Game	2009	"Canada, USA, Mexico"	118 min</movie>
<movie>Defendor	2009	"Canada, USA, UK"	101 min</movie>
<movie>Saw VI	2009	"Canada, USA, UK, Australia"	90 min</movie>
<movie>Buick Riviera	2009	"Croatia, Germany, Bosnia and Herzegovina, USA, UK"	86 min</movie>
<movie>Solomon Kane	2009	"Czech Republic, UK, France"	104 min</movie>
<movie>The DeVilles	2009	Denmark	56 min</movie>
<movie>Antichrist	2009	"Denmark, Germany, France, Sweden, Italy, Poland"	108 min</movie>
<movie>Valhalla Rising	2009	"Denmark, UK"	93 min</movie>
<movie>Skeleton Crew	2009	Finland	90 min</movie>
<movie>Human Zoo	2009	France	110 min</movie>
